,Product,Instant_Liking,q1_1_personal_opinion_of_this_Deodorant,q2_all_words,q3_1_strength_of_the_Deodorant,q4_1_artificial_chemical,q4_2_attractive,q4_3_bold,q4_4_boring,q4_5_casual,q4_6_cheap,q4_7_clean,q4_8_easy_to_wear,q4_9_elegant,typ
1405,Deodorant G,0,6,2,1,1,1,4,2,4,1,5,4,5,2.0
1406,Deodorant G,0,5,0,3,2,5,5,3,3,3,4,4,3,2.0
1407,Deodorant G,1,4,3,3,1,3,3,1,4,1,5,5,1,2.0
1408,Deodorant G,0,6,1,3,5,5,4,1,5,2,4,1,3,2.0
1409,Deodorant G,0,6,1,4,2,4,5,1,3,4,1,5,1,2.0
1410,Deodorant G,0,7,1,4,4,5,4,3,2,3,4,5,3,2.0
1411,Deodorant G,0,6,1,3,2,4,5,1,2,2,5,2,3,2.0
1412,Deodorant G,1,1,0,3,3,1,1,1,4,3,3,5,3,2.0
1413,Deodorant G,0,5,3,3,2,4,5,2,3,2,4,2,4,2.0
1414,Deodorant G,0,6,1,3,5,5,5,1,4,3,1,4,4,2.0
1415,Deodorant G,1,2,2,5,4,5,3,1,2,4,5,5,4,2.0
1416,Deodorant G,0,6,1,3,3,4,4,3,5,3,5,5,2,2.0
1417,Deodorant G,0,6,2,3,3,3,4,1,5,1,4,5,4,2.0
1418,Deodorant G,1,4,2,3,2,4,5,3,3,1,4,4,1,2.0
1419,Deodorant G,0,6,0,4,4,5,3,2,4,2,2,5,5,2.0
1420,Deodorant G,0,7,0,4,2,5,4,1,3,2,3,5,4,2.0
1421,Deodorant G,0,7,0,3,2,1,4,4,4,2,5,4,5,2.0
1422,Deodorant G,0,5,0,3,1,3,4,3,5,4,2,1,4,2.0
1423,Deodorant G,0,5,0,5,1,4,3,4,5,2,2,4,3,2.0
1424,Deodorant G,0,5,0,4,2,4,4,2,5,4,3,5,5,2.0
1425,Deodorant G,0,5,3,3,1,5,1,2,4,1,4,4,4,2.0
1426,Deodorant G,0,5,0,3,1,4,3,2,4,5,1,5,3,2.0
1427,Deodorant G,0,5,2,3,2,4,4,2,2,3,5,1,3,2.0
1428,Deodorant G,0,5,0,3,1,4,4,1,3,2,4,1,3,2.0
1429,Deodorant G,0,6,0,3,5,1,1,1,2,2,4,2,5,2.0
1430,Deodorant G,0,7,1,3,1,5,4,4,5,4,5,3,4,2.0
1431,Deodorant G,0,5,2,5,5,3,3,3,5,1,5,5,2,2.0
1432,Deodorant G,0,7,1,3,2,3,3,1,4,2,4,5,5,2.0
1433,Deodorant G,0,6,2,4,1,5,5,3,5,2,3,5,3,2.0
1434,Deodorant G,0,7,1,3,2,5,5,2,5,3,5,4,5,2.0
1435,Deodorant G,0,7,1,3,1,4,4,1,4,1,4,5,5,2.0
1436,Deodorant G,0,6,0,4,3,2,2,1,5,2,1,4,3,2.0
1437,Deodorant G,1,1,3,3,3,4,5,1,5,3,4,1,5,2.0
1438,Deodorant G,0,5,2,3,3,4,5,4,5,1,3,5,4,2.0
1439,Deodorant G,0,5,3,5,3,4,5,1,4,2,5,4,4,2.0
1440,Deodorant G,1,4,2,5,1,4,4,4,2,3,3,5,3,2.0
1441,Deodorant G,0,7,0,3,1,4,4,5,5,1,4,4,3,2.0
1442,Deodorant G,0,5,1,3,1,5,4,2,3,3,5,5,5,2.0
1443,Deodorant G,0,7,2,4,5,3,5,1,4,3,4,3,3,2.0
1444,Deodorant G,0,6,1,3,1,5,5,1,4,2,2,4,2,2.0
1445,Deodorant G,0,6,1,3,3,4,4,2,3,2,3,5,3,2.0
1446,Deodorant G,0,6,0,5,3,3,4,1,3,5,3,1,5,2.0
1447,Deodorant G,0,6,1,4,1,5,4,4,5,2,1,2,5,2.0
1448,Deodorant G,0,6,2,3,2,5,3,1,3,2,1,4,5,2.0
1449,Deodorant G,0,6,2,3,4,2,3,1,4,1,2,4,4,2.0
1450,Deodorant G,0,7,2,3,1,4,1,2,4,2,2,5,3,2.0
1451,Deodorant G,0,7,1,3,1,5,1,4,3,2,3,5,4,2.0
1452,Deodorant G,1,2,0,4,1,2,5,2,1,2,5,4,3,2.0
1453,Deodorant G,0,6,0,5,1,3,3,3,5,3,5,5,1,2.0
1454,Deodorant G,1,4,1,3,5,5,4,2,3,2,5,2,4,2.0
1455,Deodorant G,0,6,1,3,2,5,1,1,3,1,3,4,5,2.0
1456,Deodorant G,1,1,0,3,1,1,4,1,4,3,3,4,1,2.0
1457,Deodorant G,0,7,1,5,1,3,4,3,5,5,4,5,3,2.0
1458,Deodorant G,0,5,2,3,1,4,3,3,5,2,4,5,5,2.0
1459,Deodorant G,0,6,1,5,2,5,4,2,3,2,3,3,4,2.0
1460,Deodorant G,0,6,1,4,3,5,5,1,4,5,3,1,4,2.0
1461,Deodorant G,1,1,1,1,2,5,4,4,5,2,2,3,5,2.0
1462,Deodorant G,0,5,2,3,1,4,4,1,2,2,2,4,2,2.0
1463,Deodorant G,0,6,2,3,2,1,2,3,1,5,4,4,5,2.0
1464,Deodorant G,1,3,1,3,1,5,5,5,5,4,5,4,4,2.0
1465,Deodorant G,0,6,0,3,4,2,4,1,4,3,4,2,5,2.0
1466,Deodorant G,0,5,2,3,3,3,3,1,1,2,2,3,5,2.0
1467,Deodorant G,1,2,1,1,2,4,3,1,4,1,4,5,4,2.0
1468,Deodorant G,0,7,3,5,1,5,1,2,5,2,5,4,5,2.0
1469,Deodorant G,0,6,0,4,2,5,5,2,2,5,5,4,2,2.0
1470,Deodorant G,0,5,0,4,1,4,4,4,2,2,4,4,2,2.0
1471,Deodorant G,0,7,0,3,3,5,2,2,2,2,5,5,4,2.0
1472,Deodorant G,0,7,2,3,1,2,5,2,5,1,1,5,4,2.0
1473,Deodorant G,0,5,0,3,2,1,4,5,5,2,3,5,4,2.0
1474,Deodorant G,0,7,1,3,2,5,5,3,4,4,5,4,5,2.0
1475,Deodorant G,0,7,0,4,1,3,1,1,3,1,5,4,4,2.0
1476,Deodorant G,0,7,1,4,4,3,4,4,2,2,3,1,3,2.0
1477,Deodorant G,0,6,1,3,1,5,1,4,1,3,3,5,4,2.0
1478,Deodorant G,0,6,1,4,2,5,1,1,3,1,4,5,5,2.0
1479,Deodorant G,0,6,2,3,5,5,5,2,4,4,5,4,4,2.0
1480,Deodorant G,0,7,1,3,1,5,2,1,2,2,3,4,3,2.0
1481,Deodorant G,1,1,1,3,1,5,4,3,3,4,5,2,5,2.0
1482,Deodorant G,0,6,0,5,5,4,4,1,4,1,5,5,3,2.0
1483,Deodorant G,1,3,1,3,2,4,2,4,4,1,4,2,4,2.0
1484,Deodorant G,0,5,2,2,1,4,5,2,4,3,3,1,3,2.0
1485,Deodorant G,1,4,1,3,4,5,3,1,3,3,3,3,3,2.0
1486,Deodorant G,1,1,0,4,3,5,5,3,1,2,5,5,5,2.0
1487,Deodorant G,0,5,1,3,3,4,3,4,5,2,5,3,2,2.0
1488,Deodorant G,0,6,0,3,3,1,2,1,1,1,3,3,5,2.0
1489,Deodorant G,1,4,2,3,2,1,4,2,3,1,5,5,5,2.0
1490,Deodorant G,0,5,1,5,1,4,5,1,1,1,4,5,4,2.0
1491,Deodorant G,0,5,2,3,2,5,3,2,5,2,5,1,4,2.0
1492,Deodorant G,0,5,2,3,2,5,4,2,3,4,1,4,5,2.0
1493,Deodorant G,0,7,3,3,4,3,3,2,4,1,4,4,4,2.0
1494,Deodorant G,0,6,1,3,3,5,5,5,1,2,5,5,4,2.0
1495,Deodorant G,1,2,1,4,4,5,4,1,3,3,4,3,1,2.0
1496,Deodorant G,0,7,2,3,3,3,5,1,2,2,5,5,5,2.0
1497,Deodorant G,0,7,0,3,1,4,3,4,3,5,5,4,4,2.0
1498,Deodorant G,0,7,1,3,2,5,5,4,2,1,5,5,4,2.0
1499,Deodorant G,0,5,0,5,1,4,2,2,3,3,4,3,5,2.0
1500,Deodorant H,0,5,2,2,4,2,1,2,3,5,3,3,2,3.0
1501,Deodorant H,0,7,1,3,2,4,1,2,3,1,5,5,2,3.0
1502,Deodorant H,0,7,1,3,2,5,3,2,4,5,3,5,4,3.0
1503,Deodorant H,0,6,2,1,2,4,3,2,4,2,5,1,2,3.0
1504,Deodorant H,0,5,1,4,2,5,4,1,4,2,5,4,4,3.0
1505,Deodorant H,0,6,2,3,3,4,4,3,5,3,5,5,4,3.0
1506,Deodorant H,1,4,2,2,1,4,3,3,5,5,5,3,3,3.0
1507,Deodorant H,0,6,0,3,1,5,3,1,4,1,4,4,5,3.0
1508,Deodorant H,1,4,2,3,1,5,4,2,3,3,4,1,5,3.0
1509,Deodorant H,0,7,0,4,1,5,4,5,3,2,4,4,3,3.0
1510,Deodorant H,1,3,0,3,4,1,1,1,2,2,3,5,2,3.0
1511,Deodorant H,1,1,0,3,1,5,4,3,3,1,2,3,5,3.0
1512,Deodorant H,0,7,1,3,3,5,4,1,4,1,4,2,4,3.0
1513,Deodorant H,0,6,0,4,2,4,4,1,4,1,5,5,5,3.0
1514,Deodorant H,0,6,0,4,3,5,1,4,4,2,5,3,5,3.0
1515,Deodorant H,1,2,2,3,2,5,5,3,1,5,3,4,3,3.0
1516,Deodorant H,0,7,1,3,1,3,2,2,5,2,4,4,4,3.0
1517,Deodorant H,0,6,4,3,3,5,4,5,5,2,5,5,5,3.0
1518,Deodorant H,1,3,1,3,5,5,4,3,4,1,5,1,3,3.0
1519,Deodorant H,0,6,0,3,3,1,2,2,2,1,4,5,5,3.0
1520,Deodorant H,0,6,2,3,1,3,4,5,5,1,4,5,4,3.0
1521,Deodorant H,1,4,2,5,4,5,4,3,5,4,5,3,3,3.0
1522,Deodorant H,0,6,2,4,1,4,4,5,5,1,5,5,4,3.0
1523,Deodorant H,0,6,0,3,1,3,3,4,3,1,1,5,3,3.0
1524,Deodorant H,0,7,0,4,2,3,5,1,5,3,3,5,3,3.0
1525,Deodorant H,0,6,2,3,3,2,4,1,2,2,4,1,5,3.0
1526,Deodorant H,0,5,3,3,5,4,4,4,4,5,5,5,4,3.0
1527,Deodorant H,0,7,3,4,2,4,4,2,4,1,5,4,3,3.0
1528,Deodorant H,0,6,3,4,5,3,5,2,5,2,2,5,3,3.0
1529,Deodorant H,0,6,0,3,3,5,5,5,5,1,2,5,4,3.0
1530,Deodorant H,0,6,4,3,2,3,3,2,5,2,4,3,3,3.0
1531,Deodorant H,1,1,3,3,1,4,5,1,3,2,4,4,4,3.0
1532,Deodorant H,0,6,0,3,1,3,3,1,4,1,4,5,5,3.0
1533,Deodorant H,0,5,0,3,5,5,4,1,4,2,5,1,3,3.0
1534,Deodorant H,0,6,1,3,3,3,5,2,3,2,5,4,5,3.0
1535,Deodorant H,0,7,1,3,2,5,1,2,4,1,2,2,5,3.0
1536,Deodorant H,0,6,1,4,3,5,5,2,4,2,4,1,5,3.0
1537,Deodorant H,0,6,1,3,2,2,5,3,3,2,4,5,4,3.0
1538,Deodorant H,0,5,0,4,5,3,2,2,5,4,4,5,5,3.0
1539,Deodorant H,1,1,0,3,4,5,3,1,1,2,5,5,2,3.0
1540,Deodorant H,1,2,2,3,5,4,5,1,4,2,4,5,5,3.0
1541,Deodorant H,0,5,0,3,3,4,4,1,3,1,5,5,5,3.0
1542,Deodorant H,0,6,1,4,3,3,4,2,5,2,4,5,1,3.0
1543,Deodorant H,0,6,0,1,1,4,2,2,3,5,3,5,5,3.0
1544,Deodorant H,0,6,2,3,1,4,4,2,4,1,5,3,1,3.0
1545,Deodorant H,0,7,0,3,1,5,3,3,5,3,5,4,4,3.0
1546,Deodorant H,0,5,0,3,2,3,4,4,4,1,5,4,4,3.0
1547,Deodorant H,0,6,2,3,2,4,3,1,5,1,3,1,3,3.0
1548,Deodorant H,0,6,1,4,2,2,5,1,5,4,4,2,4,3.0
1549,Deodorant H,1,4,2,3,2,4,3,3,4,1,3,1,4,3.0
1550,Deodorant H,1,4,1,3,2,2,3,2,3,4,5,3,4,3.0
1551,Deodorant H,1,1,1,5,1,3,3,2,3,1,5,4,3,3.0
1552,Deodorant H,0,7,1,4,3,4,5,1,3,3,5,5,2,3.0
1553,Deodorant H,1,4,1,3,1,4,2,5,5,3,4,4,4,3.0
1554,Deodorant H,0,7,2,3,1,4,5,1,2,5,5,5,3,3.0
1555,Deodorant H,0,5,0,3,1,2,5,2,3,3,4,5,2,3.0
1556,Deodorant H,0,5,2,3,4,3,3,1,1,1,4,1,4,3.0
1557,Deodorant H,0,5,1,3,3,4,4,1,3,4,3,5,2,3.0
1558,Deodorant H,0,6,1,4,3,3,4,1,3,1,4,4,5,3.0
1559,Deodorant H,0,5,0,5,2,1,3,4,3,2,4,3,2,3.0
1560,Deodorant H,1,4,0,5,5,5,2,2,4,3,4,5,4,3.0
1561,Deodorant H,1,3,1,3,1,5,5,5,4,4,3,5,5,3.0
1562,Deodorant H,0,5,1,3,4,4,1,1,4,4,2,5,5,3.0
1563,Deodorant H,0,7,3,2,2,3,5,5,4,5,5,4,1,3.0
1564,Deodorant H,0,6,1,4,1,2,5,3,3,1,5,1,5,3.0
1565,Deodorant H,0,6,1,3,3,5,4,2,1,1,3,3,5,3.0
1566,Deodorant H,0,6,3,3,3,3,3,1,3,2,5,5,4,3.0
1567,Deodorant H,0,6,2,3,3,3,5,2,3,3,4,4,4,3.0
1568,Deodorant H,0,7,0,3,1,4,1,2,2,1,1,4,5,3.0
1569,Deodorant H,0,5,1,3,5,3,2,1,5,2,5,2,4,3.0
1570,Deodorant H,0,5,2,3,5,5,5,4,2,1,4,1,4,3.0
1571,Deodorant H,0,5,1,3,1,4,3,4,2,2,5,5,3,3.0
1572,Deodorant H,0,5,2,3,1,5,1,1,2,3,5,3,1,3.0
1573,Deodorant H,0,6,0,3,3,2,4,2,4,2,3,5,4,3.0
1574,Deodorant H,1,4,1,4,4,3,1,1,4,2,4,1,2,3.0
1575,Deodorant H,1,2,1,5,3,5,5,2,3,1,3,4,3,3.0
1576,Deodorant H,1,4,0,4,1,4,4,1,5,3,4,5,3,3.0
1577,Deodorant H,0,7,1,3,2,5,4,5,2,1,5,1,5,3.0
1578,Deodorant H,1,3,1,3,2,1,5,1,2,2,4,5,5,3.0
1579,Deodorant H,1,4,1,1,1,3,5,2,2,5,4,5,5,3.0
1580,Deodorant H,0,6,1,3,2,5,3,2,4,5,1,4,4,3.0
1581,Deodorant H,1,4,1,3,1,5,5,4,4,3,4,5,4,3.0
1582,Deodorant H,0,6,3,3,2,4,4,4,5,2,3,1,3,3.0
1583,Deodorant H,0,5,1,3,1,3,5,2,1,3,2,1,1,3.0
1584,Deodorant H,0,6,2,3,1,5,5,3,2,4,5,5,4,3.0
1585,Deodorant H,0,5,1,3,2,3,4,1,3,4,5,4,2,3.0
1586,Deodorant H,0,6,0,3,2,2,5,1,4,4,1,5,4,3.0
1587,Deodorant H,0,5,1,4,2,5,3,2,1,1,4,3,2,3.0
1588,Deodorant H,0,6,1,3,3,4,3,3,3,3,2,5,1,3.0
1589,Deodorant H,0,6,0,4,2,5,2,1,5,2,5,5,2,3.0
1590,Deodorant H,1,3,0,3,1,5,5,1,4,1,4,1,5,3.0
1591,Deodorant H,0,6,2,3,2,5,3,3,4,1,3,3,5,3.0
1592,Deodorant H,0,5,0,4,4,5,4,2,2,1,5,5,4,3.0
1593,Deodorant H,0,6,1,3,3,4,5,2,3,2,5,5,1,3.0
1594,Deodorant H,0,7,3,5,3,1,4,2,1,1,5,4,5,3.0
1595,Deodorant H,0,7,1,3,1,4,2,4,2,1,5,4,4,3.0
1596,Deodorant H,1,4,2,3,2,4,5,2,2,1,4,4,2,3.0
1597,Deodorant H,0,7,1,4,2,3,5,2,4,4,2,4,5,3.0
1598,Deodorant H,0,5,2,3,2,4,2,1,1,4,5,5,5,3.0
1599,Deodorant H,0,5,1,3,1,2,4,3,2,2,5,5,4,3.0
1600,Deodorant H,0,6,2,3,5,4,4,3,5,5,4,3,5,3.0
1601,Deodorant H,0,6,0,3,5,5,5,1,4,3,2,4,2,3.0
1602,Deodorant H,0,5,0,3,1,1,2,1,4,2,5,4,5,3.0
1603,Deodorant H,0,7,2,3,1,5,4,1,5,1,2,4,5,3.0
1604,Deodorant H,0,5,3,3,2,3,2,2,2,2,4,5,5,3.0
1605,Deodorant H,1,4,0,3,3,3,2,5,3,3,4,2,4,3.0
1606,Deodorant H,0,6,0,4,1,4,3,1,2,1,4,4,5,3.0
1607,Deodorant H,1,4,1,1,4,3,5,1,3,2,3,5,5,3.0
1608,Deodorant H,0,7,1,3,1,4,3,2,2,1,5,4,4,3.0
1609,Deodorant H,0,5,2,5,3,4,4,1,4,2,4,4,5,3.0
1610,Deodorant H,0,5,0,3,2,4,5,1,4,2,3,4,3,3.0
1611,Deodorant H,1,4,2,3,1,1,5,1,3,1,3,3,4,3.0
1612,Deodorant H,0,5,0,5,5,5,5,3,3,1,3,4,2,3.0
1613,Deodorant H,0,5,0,3,4,3,4,1,2,2,5,5,4,3.0
1614,Deodorant H,0,5,0,4,1,5,4,1,3,1,3,5,5,3.0
1615,Deodorant H,0,6,0,1,1,4,5,2,5,2,5,3,4,3.0
1616,Deodorant H,0,6,1,3,1,1,3,2,4,1,3,4,4,3.0
1617,Deodorant H,0,6,2,3,2,4,2,1,1,3,4,5,3,3.0
1618,Deodorant H,0,6,1,3,4,5,1,2,2,3,2,1,2,3.0
1619,Deodorant H,0,5,3,3,3,4,5,1,4,1,5,5,2,3.0
1620,Deodorant H,0,6,3,3,4,1,4,2,2,4,5,5,1,3.0
1621,Deodorant H,1,4,0,5,2,5,4,2,3,2,5,1,4,3.0
1622,Deodorant H,0,5,2,3,2,4,5,2,3,5,2,5,3,3.0
1623,Deodorant H,0,5,0,3,5,5,5,5,4,4,2,3,5,3.0
1624,Deodorant H,0,7,3,4,1,4,4,3,4,2,3,5,4,3.0
1625,Deodorant H,0,6,1,4,1,4,5,5,3,4,3,5,1,3.0
1626,Deodorant H,0,6,1,3,4,3,2,2,5,4,5,5,4,3.0
1627,Deodorant H,0,5,0,3,2,1,5,1,3,1,3,1,4,3.0
1628,Deodorant H,1,3,2,5,1,5,4,3,3,2,3,5,3,3.0
1629,Deodorant H,0,6,1,3,1,5,3,4,3,2,3,4,1,3.0
1630,Deodorant H,0,6,1,3,4,4,4,2,3,3,5,5,4,3.0
1631,Deodorant H,0,7,2,3,1,5,3,3,2,4,4,5,3,3.0
1632,Deodorant H,0,5,1,3,1,5,4,3,3,3,4,4,5,3.0
1633,Deodorant H,0,6,1,3,2,3,3,1,5,1,3,1,2,3.0
1634,Deodorant H,0,5,0,3,4,4,5,2,3,5,2,5,2,3.0
1635,Deodorant H,0,7,1,4,4,3,4,1,5,1,5,1,4,3.0
1636,Deodorant H,0,5,0,5,1,5,1,3,3,1,3,4,2,3.0
1637,Deodorant H,0,7,1,4,4,4,4,4,1,1,5,4,5,3.0
1638,Deodorant H,0,7,1,3,3,1,2,2,4,1,5,5,4,3.0
1639,Deodorant H,0,6,1,3,3,5,1,3,5,1,5,5,4,3.0
1640,Deodorant H,0,5,1,3,3,5,5,2,5,1,4,5,1,3.0
1641,Deodorant H,0,5,2,3,1,3,1,1,1,2,5,4,4,3.0
1642,Deodorant H,0,7,0,3,3,4,4,2,5,5,3,5,3,3.0
1643,Deodorant H,1,3,1,4,4,5,2,4,3,2,3,5,2,3.0
1644,Deodorant H,1,2,1,5,1,5,5,1,4,1,4,4,4,3.0
1645,Deodorant H,1,4,2,3,5,2,4,2,4,1,2,3,5,3.0
1646,Deodorant H,0,6,0,4,2,3,2,2,4,1,1,2,5,3.0
1647,Deodorant H,0,7,2,3,2,4,4,1,5,2,5,2,4,3.0
1648,Deodorant H,1,1,1,3,1,1,3,1,3,4,4,3,4,3.0
1649,Deodorant H,0,6,1,4,2,5,5,1,3,3,4,1,4,3.0
1650,Deodorant H,1,4,0,5,1,5,5,5,4,2,5,2,2,3.0
1651,Deodorant H,0,5,2,3,1,4,5,2,5,2,2,2,5,3.0
1652,Deodorant H,0,6,2,5,1,5,5,1,3,3,5,2,5,3.0
1653,Deodorant H,1,2,1,3,3,4,4,2,4,3,4,4,3,3.0
1654,Deodorant H,0,6,1,4,1,1,4,5,1,1,5,5,1,3.0
1655,Deodorant H,0,6,0,3,1,5,5,5,1,2,4,4,4,3.0
1656,Deodorant H,1,4,1,4,1,2,4,3,2,1,5,2,4,3.0
1657,Deodorant H,0,5,1,2,1,3,2,3,5,5,3,4,5,3.0
1658,Deodorant H,0,5,1,4,4,5,3,1,5,1,4,1,5,3.0
1659,Deodorant H,0,5,1,3,2,5,1,2,3,1,5,3,4,3.0
1660,Deodorant H,0,5,0,4,4,5,3,1,4,2,3,4,4,3.0
1661,Deodorant H,0,6,2,2,1,5,4,1,2,2,4,5,5,3.0
1662,Deodorant H,0,7,2,3,2,5,4,4,3,1,4,5,5,3.0
1663,Deodorant H,0,5,0,3,1,4,4,3,5,1,4,4,5,3.0
1664,Deodorant H,1,4,1,5,1,3,5,2,1,4,5,5,4,3.0
1665,Deodorant H,0,6,0,3,5,4,4,1,4,2,2,3,2,3.0
1666,Deodorant H,0,6,2,3,1,5,4,1,2,1,4,1,4,3.0
1667,Deodorant H,1,3,1,3,2,2,2,3,4,2,4,3,2,3.0
1668,Deodorant H,1,4,0,5,2,2,5,2,2,2,3,5,4,3.0
1669,Deodorant H,0,5,3,3,2,4,3,3,4,4,4,5,1,3.0
1670,Deodorant H,0,6,0,4,1,1,1,3,3,1,4,2,4,3.0
1671,Deodorant H,0,6,0,3,1,5,4,2,2,5,1,5,1,3.0
1672,Deodorant H,0,5,3,3,1,5,1,5,2,1,4,5,5,3.0
1673,Deodorant H,1,4,0,3,1,5,2,4,3,4,5,5,4,3.0
1674,Deodorant H,0,6,2,3,2,5,4,1,5,1,4,5,5,3.0
1675,Deodorant H,0,5,2,5,1,3,5,1,4,1,5,4,3,3.0
1676,Deodorant H,0,6,1,3,4,5,1,2,4,1,3,5,2,3.0
1677,Deodorant H,0,7,2,3,1,2,5,3,5,2,2,4,4,3.0
1678,Deodorant H,0,6,1,5,2,5,4,2,4,5,5,5,5,3.0
1679,Deodorant H,0,5,0,4,2,4,3,4,5,1,5,3,4,3.0
1680,Deodorant H,0,7,0,1,1,3,4,1,5,5,5,3,5,3.0
1681,Deodorant H,0,6,2,3,2,4,3,3,3,3,4,5,5,3.0
1682,Deodorant H,0,5,3,3,2,3,5,2,5,2,5,4,4,3.0
1683,Deodorant H,0,5,2,3,1,2,4,2,2,2,4,4,5,3.0
1684,Deodorant H,1,4,0,3,2,5,3,1,2,1,5,5,5,3.0
1685,Deodorant H,1,4,2,5,1,4,3,2,5,4,5,3,5,3.0
1686,Deodorant H,0,5,2,2,1,5,3,3,5,1,5,4,2,3.0
1687,Deodorant H,0,6,2,3,1,5,3,1,2,1,5,4,4,3.0
1688,Deodorant H,1,4,0,5,3,1,3,3,5,5,3,3,5,3.0
1689,Deodorant H,0,6,1,4,1,2,4,3,4,2,3,5,3,3.0
1690,Deodorant H,0,5,0,3,2,3,3,1,5,1,1,5,4,3.0
1691,Deodorant H,0,5,3,5,5,2,3,2,2,4,3,4,4,3.0
1692,Deodorant H,0,6,2,3,1,1,4,2,2,1,4,2,2,3.0
1693,Deodorant H,0,6,1,3,3,5,4,2,3,1,4,5,3,3.0
1694,Deodorant H,1,3,0,3,2,5,1,5,4,1,1,2,5,3.0
1695,Deodorant H,0,5,1,3,1,5,1,1,1,1,5,5,4,3.0
1696,Deodorant H,0,5,1,5,4,4,2,3,4,1,3,3,3,3.0
1697,Deodorant H,0,6,2,3,1,1,2,3,2,3,5,2,2,3.0
1698,Deodorant H,0,6,1,4,1,4,2,4,5,1,4,2,4,3.0
1699,Deodorant H,1,3,1,3,5,4,4,3,4,1,2,5,4,3.0
1700,Deodorant H,0,5,1,5,5,1,4,1,1,1,3,4,5,3.0
1701,Deodorant H,0,5,0,3,1,4,4,3,2,3,5,2,3,3.0
1702,Deodorant H,1,2,0,4,2,5,3,3,3,3,3,5,2,3.0
1703,Deodorant H,0,6,0,3,3,3,2,1,5,5,3,3,1,3.0
1704,Deodorant H,1,3,1,3,2,4,2,1,2,1,2,2,4,3.0
1705,Deodorant H,0,6,1,3,5,5,5,1,2,2,5,4,4,3.0
1706,Deodorant H,0,6,1,4,4,3,1,2,3,4,3,1,3,3.0
1707,Deodorant H,0,5,0,3,4,5,4,5,5,2,4,2,2,3.0
1708,Deodorant H,0,5,3,3,1,3,2,2,1,3,4,4,2,3.0
1709,Deodorant H,0,6,0,3,2,4,3,3,2,5,5,5,2,3.0
1710,Deodorant H,0,6,1,3,1,3,2,1,5,1,4,3,5,3.0
1711,Deodorant H,0,6,2,3,1,3,5,2,2,1,2,4,2,3.0
1712,Deodorant H,1,1,2,3,2,3,4,3,4,2,4,4,1,3.0
1713,Deodorant H,0,7,0,3,2,4,4,1,3,2,3,4,5,3.0
1714,Deodorant H,0,5,1,4,1,4,4,2,2,1,5,5,5,3.0
1715,Deodorant H,0,6,4,3,2,4,3,1,4,2,1,3,5,3.0
1716,Deodorant H,1,2,1,5,2,5,1,3,3,4,4,2,5,3.0
1717,Deodorant H,0,6,3,3,1,4,4,2,3,2,1,1,5,3.0
1718,Deodorant H,0,6,1,4,2,4,1,2,5,1,1,5,5,3.0
1719,Deodorant H,0,6,0,3,5,4,3,3,5,1,4,3,3,3.0
1720,Deodorant H,0,7,2,3,2,2,3,2,3,4,5,4,5,3.0
1721,Deodorant H,0,6,1,2,2,5,1,2,3,2,5,5,3,3.0
1722,Deodorant H,0,6,0,4,3,5,4,4,4,1,4,3,2,3.0
1723,Deodorant H,1,4,0,4,3,5,4,3,4,4,1,5,5,3.0
1724,Deodorant H,0,7,0,3,1,4,5,1,5,4,2,4,1,3.0
1725,Deodorant H,0,6,0,3,3,3,4,1,2,1,4,1,3,3.0
1726,Deodorant H,0,7,2,3,4,2,5,1,4,1,1,3,5,3.0
1727,Deodorant H,1,1,1,3,1,5,2,5,5,1,4,5,5,3.0
1728,Deodorant H,0,5,0,3,2,3,5,3,4,2,2,5,2,3.0
1729,Deodorant H,0,6,0,3,3,4,4,2,2,3,3,3,1,3.0
1730,Deodorant H,0,6,1,3,4,4,4,3,4,5,2,3,4,3.0
1731,Deodorant H,0,5,2,2,5,5,3,1,5,1,3,5,4,3.0
1732,Deodorant H,0,5,1,3,3,5,4,3,5,1,4,4,3,3.0
1733,Deodorant H,0,6,2,3,2,5,4,3,5,2,4,5,5,3.0
1734,Deodorant H,0,6,2,3,4,4,3,3,1,1,3,5,2,3.0
1735,Deodorant H,0,6,1,3,4,4,5,1,3,4,1,2,5,3.0
1736,Deodorant H,0,7,2,5,2,4,4,3,4,2,5,2,5,3.0
1737,Deodorant H,0,5,1,3,3,3,3,1,4,1,4,3,4,3.0
1738,Deodorant H,0,6,1,3,1,4,2,2,3,1,4,3,2,3.0
1739,Deodorant H,1,3,0,3,2,5,2,2,5,4,5,4,5,3.0
1740,Deodorant H,0,6,1,4,2,4,4,2,4,4,5,4,4,3.0
1741,Deodorant H,1,4,0,3,4,5,4,2,3,1,4,5,4,3.0
1742,Deodorant H,0,7,0,3,2,5,5,1,2,2,5,5,5,3.0
1743,Deodorant H,1,4,2,3,1,2,2,1,2,2,4,4,3,3.0
1744,Deodorant H,0,6,0,4,1,5,4,1,3,1,2,3,2,3.0
1745,Deodorant H,0,5,1,3,2,5,5,3,5,1,1,4,4,3.0
1746,Deodorant H,0,5,0,5,2,5,3,4,2,1,2,2,5,3.0
1747,Deodorant H,0,5,2,3,3,2,5,5,2,4,4,5,5,3.0
1748,Deodorant H,0,6,1,3,3,4,3,2,3,1,3,5,5,3.0
1749,Deodorant H,1,1,0,3,1,4,5,2,1,4,5,5,4,3.0
1750,Deodorant H,0,5,3,1,1,5,4,4,4,3,2,5,3,3.0
